text,toxic
@user pelotas o cu dele,1
"@user @user ??????? Kkkkk pqp mana falou merda em,você não tá na minha pele eu sei bem como eu devo militar,eu sei bem oque eu devo militar,você não concorda pq não conhece a realidade,você só deixou os homens mais merdas ainda com esses comentários",1
porra caralho brasil vai p  tóquio mano,1
o sono é grande mas a vontade de ir pro fut é maior,0
rt @user filha da puta.. https://t.co/lkagf110af,1
rt @user a amber fica tão pequena do lado do chanyeol pqp um tiro doeria menos https://t.co/t6pznx7ex1,1
#mpn #marinaruybarbosa #nowunited duzentos e trinta dois,0
já foram dá views em epiphany hoje? não? porra army,0
@user falou tudo!,0
"14:55 #acidente_de_trânsito local: dom pedro ii, 0, #lages - colisão em via pública envolvendo carro x carro, feminino maior, dor cervical.",0
"@user belém

ou 

vancouver",0
rt @user pode ser minha primeira vez ficando contigo.. eu faço isso pq sou emocionada kk https://t.co/sy0nfh8vqm,0
"@user ele é lindo porra, mas eu n consegueria usar, vai ficar bom em tu",0
rt @user ai eu amo esses rolê que a gente n fica de palhaçada e só tentando beijar e dança que nem uns ridículos e ri pr caralho…,1
"por mim ficava o dia todo olhando aqueles olhos dela, o sorriso a pqp",0
@user @user quero ver em 10 anos quem esses imbecis que se intitulam de direita vão apoiar.,1
"@user sim, a galera taca o pau se a levantadora errar e tipo às vezes não é culpa dela, a bola veio baixa, nem dá pra fazer muita coisa, sempre assim, uó esse povo que não aceita que a fav erra e tals",0
"rt @user vagabundo cai na porrada e tudo por uma droga de 5 reais, a feição chega muda, acho horrível e foda-se https://t.co/tpztksrex3",1
eu sou a porra de um desastre,1
"@user @user @user Fala um clube que corrompia tudo e todos, árbitros incluídos com putas, senhoras do sexo, isso mesmo... 😂😂😂",1
"reconhecimento q fala né? puta q los pareeee, tapajos no mapa!!!! https://t.co/zsstumz9wt",0
"@user Super ansiosa p esse show! Tava sentindo falta dos seus vídeos,  mto bom saber q vc tá bem! Que continue assim e que seja mto feliz!🙏😍",0
porra por qie ninguem avisou que esse vloguezinho do stsrshipz iam ser asdim,1
"tempo muito feio, agora que fui ver",0
"rt @user o nosso consolo é saber que deus está no controle, mesmo em meio ao caos.",0
pode ser considerado gatilho emocional ,0
@user coerente com a filosofia do mal !,0
"A nossa geração é underrated como o caralho, só somos vistos por tar sempre ao tlm e por fumar e foder precocemente. No entanto somos nós q estamos a fazer alguma coisa p mudar a vossa mentalidade tóxica de slutshaming, bodyshaming, homofobia, racismo e o crlh a quatro so go off",0
os yoongi com o taehyung é a coisa mais lindo do mundo pqp eu sou muito boiola por esses dois,1
"@user @user @user ele mesmo rs
 pq se vc  pesquisar vai notar que se fizer criticar as ideias dele é exonerado. Em pleno 2019 e vcs ainda sustentam políticos como se fossem animais de estimação.  https://t.co/QDhkn56kBT",0
@user o ministro está no mundo da lua,0
"rt @user caralho volta redonda é o ápice de nego ridículo, cada dia é uma moda nova.",1
"@user Ai mo to na mesma situa莽ao, vendo se vo ter limite no cartao pra poder comprar o ingresso e tentando arranjar gente pra ir comigo...olha sinceramente 茅 dificil a vida do blink https://t.co/ZbPvsQHaJE",0
"@user O cerne da quest茫o n茫o 茅 esse, e sim a comprova莽茫o de que 鈥� erroneamente 鈥� atribui-se aumento de 88% do desmatamento(que ocorreu, e n茫o foi negado) a um per铆odo inferior ao real.
Al茅m da politicagem barata, ao colocar nas costas do novo gov., criou-se um falso aumento exponencial",0
"🚨 SORTEIO 
Salve Guerreiros, nossa diretoria irá realizar o sorteio dessa lembrancinha para vocês. Segue os requisitos abaixo para participar!

📌Seguir @user @user @user @user 
📌 Curtir e dar RT
📌marcar 2 amigos nos comentários 

Resultado 31/08 
#GOA5 https://t.co/Du7meGPs3U",0
bodas de tulipas aqui papai,0
fdp não responde 😒,1
"@user Vagabundo fascista, aprenda uma coisa, estamos em uma democracia, temos direitos de termos nossas opiniões, então respeite a opinião alheia, ninguém é obrigado a ser idiota como você!",1
"amora : pq tem uma piranha no guarda roupa? e não tô falando de mim 
eu: mas amiga eu tô na cama 

é aquilo 
tem que assumir a piranhagem",1
@user ai caralho não sei mais #nowunited #mpn,1
rt @user a gente entra na veiga mas sai fazendo puc https://t.co/ali6dcbbki,0
"que lixo mais um dia que eu acordei pra baixo, que porra ta acontecendo comigo?",1
esperar as unhas secarem é chato pra porra ein,0
"Odeio o Abel mas esse título tá um tanto quanto tendencioso, assiste a entrevista e quando ele disse isso foi poq tinha sido perguntado sobre qual o melhor jogador que ele havia treinado e ele disse que o último grande time em relação de jogadores foi o flor que na época tinha +",0
tu tem uma cara que vai fuder minha vida,1
@user ponto de pegar uma teníase e morrer com verme na cabeça,0
"to plantada há uma hora esperando a melissa sair do trabalho p gente se encontrar, q tédio",0
"e eu que trouxe minha ""botina de pedreiro"" pra lavar e tomei no meu cu, pq se eu lavar não seca até segunda. opohaaaaa",1
@user manda esse berrio ir jogar bola porra,1
"@user você está no país errado padre, muda para a venezuela ou cuba e faz ajuda comunitária.",1
"@user @user Não que ele não mereça, mas podia mudar o nome do prêmio de “ melhor atleta de r6 “ pra “ jogador com mais seguidores “ seria melhor 👍",0
sensação horrível puta merda,1
to triste pq ricardo fica brigando comigo 😞,0
@user caralho meu coração parou por um minuto,0
"@user @user ""Menino"" o caralho.
""Racistinha de merda"" q chama. Dê o nome correto e aprenda que cada ação tem uma reação. Acho que o merdinha aprendeu.",1
é mt cringe nossa senhora,0
@user t谩 tirando foto minha???,0
"rt @user que orgulho mesmo😍
paulinha na fab https://t.co/7nqqkm6j7a",0
"mudaria algo fisicamente em você?? — sim, queria que meu rosto fosse mais fino e ter a barriga chapada https://t.co/qmjknmf3fp",0
"vamos ajudar na votação?!
comentem a foto preferida de vocês da heyoon com um ou mais, membros do now united!!
lembrando que rt conta voto bebês!
não esqueçam de usar as hashtags 
#MPN #NowUnited https://t.co/QgjbtjAJTj",0
"from: an么nimo 
to: @user 
so passando pra fala que tu e um pnc que me deu um fora por nada bebado do c茫o",1
"a única refeição do dia foi meio miojo, tomara que eu não morra",0
rt @user perdendo pro azerbaijão mano,0
"mas nao sei se iria dar mto certo com a flor, ela é muito ciumenta, já foi difícil qnd adotei a luna, agora imagina um gato, ela surta",0
"@user budweiser nem pisa, ruim pra caralho",1
"minha namorada chegou aqui e simplesmente foi dormir, mas eu tava com tanta saudade da bichinha que tô nem ligando de ficar só quietinha do lado dela deixando ela dormindo",0
"por motivos de seguran莽a , cr铆ticas , s贸 pelas redes sociais. 馃槼馃槼馃槼馃槵馃槵馃檲馃檲馃う馃徎鈥嶁檧锔忦煠佛煆烩�嶁檧锔� https://t.co/gqa1zzjthg",0
mano pqp a coreografia pqp seventeen eu nn aguento maiiisss bucetaaaa,1
"amo pra caralho você — eu nal tenho inimigos ent isso é recíproco, tbm te amo pra krlho https://t.co/c2xpsddarl",1
@user porra pedro quando eu tiro essa música da cabeça tu faz um lomotif com ela kkkkkkk,1
@user nem vem com cu doce pq meu pau é diabético,1
ela acordou a gente para falar isso!!,0
"Poder te dizer que tudo o que eu mais sonhava nessa vida aconteceu, foi te conhecer e agora que estamos juntos nem pensar em te perder, só quero saber se estar ao meu lado irá te fazer feliz, eu só sei dizer que estou apaixonado e é tudo que eu sempre quis 🎵💏❤😍 https://t.co/5m7uUNmpa3",0
"cheguei em casa e meu irmão ainda está no décimo quinto sono, pqp",0
rt @user o carioca tomou no cu 💲💲 https://t.co/vw9jc8bpvx,1
em parte concordo com ele pois se vc nao tiver preconceito com homens pode ser q vc confie demais nele e ele te mate,0
@user vtnc seu filho da puta,1
rt @user só bate quando tens alguém especial para falar desde manhã até à noite https://t.co/hwmvnmobyl,0
rt @user mineirinho* 😭😭😭 https://t.co/wg0bmecloz,0
@user tmj meu mano porra ontem nois foi aí nem te achou em casa 💔,0
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user .@user

Não existe UM anti-Lula honesto, NENHUM
. https://t.co/0Gd2LFOvHE",1
"@user ROUBADA foi a dignidade de um ex-Presidente da República que foi preso por uma trama de um ex-juizeco, um procuradorzinho de merda, um ex-soldado fracassado e um grupo de paramilitares infiltrados nas instituições STF, TSE, PGR, PQP, VTNC, VSF, ... talkey!!!",1
@user @user ‘kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk vsf,0
"@user @user feia??? onde já??? garota tu és linda ok
https://t.co/wjvggwktzu",0
"Pq o ranger com o royal? Pq o Royal e a HP são irmãos no meu roleplay, e isso é errado, além de que mecanicamente não vale a pena casar 1 tank com 1 suporte. E o jogo não aceita casamento gay. Tá ai o material da fanfic todo baseado em mecânicas do jogo e é isso garotas.",0
@user @user relaxa que amanh茫 vai estar bem frio aqui hehehe,0
"com urgência!!!
#stfvergonhanacional",0
"rt @user @user mudou pra caralho cmg mas eu ainda gosto mt, acho muito bonitinho, já conversei mt",1
eu conto ou vcs ??? kkkkkkkkkkkkkkkkkk,0
"@user E cá pra nós? A ideia de que vou morrer me agrada muito.

Vou virar terra, provavelmente, adubo, nutriente pra capim. Vou passar vida pra mato e pra verme, alimentar outras vidas. Acho reconfortante.",0
fdp do neto vem bater na minha porta 06:30 p pegar cachaça,1
jogo virou pra vc república,0
"vou tirar disposição do cu pra ir p gira hj, mas vou",1
@user @user Mas também é cada pergunta e cada pauta idiota. Vocês acham que o Presidente é sem noção ? Conheçam minhas ex e chefes. Kkkkkk aí saberão o que é gente que fala o que pensa.,1
@user o bol$onarista...arrebanhar jegue é fácil...basta oferecer pasto...,1
"Entenda que quando uma pessoa quer mudar, ela muda. Se ela achar que vale a pena largar as manias pra dar certo com alguém, ela vai largar. Não tem essa de ""mas é o meu jeito, você me conheceu assim"". Se ela gostar de você e não quiser te perder, ela muda por vontade própria!!!",0
VAI TOMAR NO CU VELHO EU TÔ CHORANDO IGUAL UMA CADELA FODIDA NESSA PORRAF EU N TO PREPATADA PRA VER O EDDIE MORRENDO NOS BRAÇOS DO RICHIE NA TELA MANO VAI TOMAR NO CY EU SOY A PESSOA MAIS TRISTE DO MUNDO https://t.co/jGE7WSiXKo,1
kkkkk fizemos planos a semana toda pra chegar hoje chover tnc,1
essa seleção de vôlei fraquíssima pqp,0
desse jeito eu não vou fazer nada,0
hoje acordei me sentindo a própria caçamba de lixo,0
rt @user adoro ver gente se pagando de amorzinho e sentimental na internet e na vida real é um pau no cu do caralho.,1
eu não consigo acreditar q adriano ja vai fazer um ano,0
obrigado bap... pqp,1
"rt @user jk: vc ainda me ama? 

jm: é claro que eu te amo

jk: d-depois de tudo?

eu: https://t.co/18pugi2kif",0
ai pqp,0
taca na m茫e arrombado,1
"@user Wtfs kkaskk Parente da Norf porque amigao, é so porque meu filho é um psicopata que quando sente cheiro de sangue fica tao agrecivo que mata e destroi tudo no caminho so pra beber o sangue e sugar a vitalidade da vitima?",1
manda derrubar.,0
"caralho, vem logo apocalipse! 
e oh a data limite da terra segundo chico xavier, j谩 passou... o fim est谩 pr贸ximo!!!!",0
"@user @user É nessas horas que a gente pega o viado com a boca na piroca... não, botija...

""Vai fundo rapaz""?

""Sejes"" homi!

🤣🤣🤣🤣",1
"@user Tão muito. Pagaram uns triads pra dar um cacete em protestante semana passada em Yuen Long. Se terminar com tanque na rua, pode acabar com a SAR de uma vez",1
"Alô pessoas heterossexuais, NÃO TIREM SEUS COLEGAS GAYS/LÉSBICAS/BI DO ARMÁRIO EM AMBIENTES DE TRABALHO

Não é tão fácil pra gente falar sobre a nossa sexualidade como é pra vocês!!! A gente pode PERDER O EMPREGO e a gente PRECISA DO EMPREGO

SENSO, PORRA, SENSO",0
"@user em araraquara, capital mundial da laranja !!!",0
@user putinha goza litros,1
"• por que você não fala com seu pai ou mãe pra lavar o carro durante uma chuva? isso ajudaria a economizar água e a chuva tiraria todo o sabão. 

• use menos menos papel, plástico e, se usar, não os jogue no chão, os jogue no lixo. 

• ande mais a pé, de bicicleta ou de busão.",0
"tá me espionando? mas sim, ele mereceu mesmo",0
"tedio
especificamente estou com tédio 
dia tedioso 
insuportável esse tedio 
ohhh caralho que tedio",1
"O governo chegou à proposta inicial para reduzir impostos sobre consoles e jogos eletrônicos. Segundo rascunho do decreto, o Min da Economia quer baixar de 50% para 40% o IPI cobrado para consoles.

De 50 para 40... Tente explicar isso para um gringo.",1
"rt @user entenda, dessa vida você só leva um par de roupa e nem é você que escolhe...",0
se fudeu babaca,1
racista tem mais é que se foder mesmo e fodase,1
rt @user rebole a bunda e fume um baseado antes de gravar seu clipe mulher https://t.co/xydq7ienbs,0
"Ficção ciêntífica tornando-se realidade diante dos nossos próprios olhos...""Doidera""

Cientistas conseguem desenvolver ser híbrido entre humano e macaco https://t.co/N60or45EjR",0
rt @user kkkkk tão ridículo https://t.co/7hbijyxapa,0
o pau comendo e minha vizinha com o discurso de empatia e amor no meio da reunião de condôminos. quem engole isso??,0
"rt @user eu não posso ver um carioca/flamenguista, que eu fico, puta que pariu porque? https://t.co/ulg0yuxjli",1
brasil em tóquio carai,0
"Tenho quase 20 anos e os meus pais põe-me hora para chegar a casa, claro que me aborrece, e muito, mas é uma coisa normal e eu percebo, era pais como os meus que maioria do pessoal de 13 anos agora precisava https://t.co/LeE3Z2Asey",0
podem até tentar mas a conexão entre duas pessoas que já se conhecem muuuuito bem jamais vai ser entendida por terceiros,0
"@user é braba só por causa da quantidade, bando de chato do cacete",1
meu deus chico buarque e um demente,1
rt @user claramente a minha reação quando escuto alguém falando do bozo https://t.co/agaoxpkxxm,0
@user tu é gostosa pra caralho isso sim,0
"já perdi as contas de quantas pessoas vieram me perguntar se eu sou o tal de dante/paloma e eu já cansei de dizer q não, se a palavra não basta pede meu número, me liga por chamada de vídeo, quiser mando até foto do meu documento pra pararem de achar q eu sou esse mlq.",0
rt @user tenho que ver dear white people mas estou na pausa da militancia então vou continuar vendo naruto mesmo,0
"As “amigas” precisam entender, se eu peguei qlr pessoa pouco me importa se vc pegar, mas agora se teve 2% de sentimento com aquela pessoa PROCURA OUTRO, amigo é amigo filha da puta é filha da puta",1
"@user perfeito vou na hora. 
#stfvergonhanacional 
#somostodoscaiocopola
#somostodosmoroedallagnol",1
"carai q sono, ainda bem q as gravações são só 5 hrs",1
caralho to molhada,1
comecei assistir vis a vis ontem e não consigo mais parar... pqp,1
parece que tem gente incomodada pq o s茫o paulo contratou o daniel alves n茅 馃,0
e a hille q dormiu com a porra do volume da tv no 50 mano,1
vai caralho vai brasil,1
"@user @user todo apoio a Ricardo Galvão, longa vida a nosso cientista que enfrentou o fascismo de frente, o covarde nao foi capaz de olhar nos olhos dele e repetir suas acusações, isso sim é forte de verdade, tem compromisso e assume suas responsabilidades  não é um machinho como bolsonaro",1
"@user Pq mulher sofre tanto né, tinham que dar pelo menos 1 dia para esses cambada de fdps que se dizem homem, ficar na nossa pele, para eles começarem a dar valor...",1
"@user @user porra muito chata mané , não tem oq fazer não diabo",1
"@user @user @user N é atoa q comunista é visto como retardado, quando aparece alguém interessado é assim q vc trata.

Aliás q q tem haver corta cana com tudo isso.",1
"eu ODEIO qdo uma pessoa caga p vc qdo vc quer algo e quando vê vc conhecendo/conversando com outra pessoa faz de TUDO pra desmerecer o outro, se fudê",0
mas gente com quem q vcs tão transando kkkkkkkkkkk,0
t么 t茫o feliz mas t茫o puta ao mesmo tempo,0
"se alimenta mal, cheira pó igual um fdp, quase n dorme, come cigarro e ingere bebida no café da manhã 

E JOGA A CULPA NA PORRA DO SIGNO, vsf vai",0
rt @user tem que caçar e cagar a pau! https://t.co/1sg1upzh3r,1
"@user não preciso de inimigos te tendo kkkkkkkkk pqp, eu vou fazer a bolsa ficar estilo comigo mesmo sendo feia cala boca",1
todo dia um macho escroto diferente me assediando pqp n aguento mais,1
rt @user o fdp nem disfarça https://t.co/am4igihal8,0
"Comédia é rever postagens minions acusando a gente de mimi quando Marco Antônio Villa, Mirian Leitão, Reinaldo Azevedo, Veja, Globo desciam o cacete na imagem de Lula e Dilma. 
Era só isso mesmo que eu queria dizer.",0
"rt @user - meu amigo quer ficar com vc
- quem? manda foto

 faz a pose ai tavinho https://t.co/ymeotmoq98",0
luisa pelo amor da deusa que porra eh essa,0
o-l-i-m-p-í-a-d-a,0
@user fico t茫o feliz em fazer parte da sua vida e vice versa!!!!!!!!!!!!!,0
"caraaaalho namoral que susto pohaaaa, eu tava assistindo um negócio da annabelle 3 e mainha falou ''saaaaaa'' pqp irmões o pulo que eu dei",0
"@user puts sim??? como o povo baba ovo dele, é feio chato quem aguenta pqp",1
"Povo sem noção!!! Pra mim tinha q ficar sem baile nessa merda até janeiro, foi uma puta perda, foi qualquer um que morreu não crlh",1
rt @user foda q ela te ganho pelo cu  quando eu so tinha o meu coração a oferecer .. 😔,1
@user nem conta horrorosa,1
pq dia de semana um solzão da porra e no meu fds essa chuva? sem condições e nem meu namorado tá comigo pra piorar a situação,1
"acho ridículo sim as pessoas que não acreditam, acho essas pessoas vazias e sem amor no coração, pfv se convertam para o amor de Selena Gomez.",0
@user po caralho,1
partiu toquio porra,0
eu e meu primo reproduzindo cenas de a fazenda .. tudo ! ai como eh bom ter parente viadinho,1
@user vcs colocam negócio racial em tudo pqp,1
dia chato p caralho,1
"rt @user sera que o bts foi ver o rei leão?

pra mim os 7 choram na parte do mufasa e eu falo isso com tranquilidade",0
como um ser tão esperto quanto o loki conseguiu ser tão burro igual foi em infinity war???? eu não aceito isso,1
esse filme do tubarão que mata todo mundo é tão idiota pqp,0
"qnd a mina fala de achar homem feio bonito eu já penso ""krl minha chance""",0
@user eu tô pendendo pra comprar ela. (é a mais barata também),0
"rt @user agradeço a deus pela vida dos meus coroas, sem eles eu n seria porra nenhuma ✅❤🙏",1
caralho nego tem tesão em me estressar,1
ovelhinha é foda mano kkkkk🐑,0
a garena é uma fodida né mano...ta colocando tudo q era raro de volta kkkkk bgl é só recarregar e vou ficar sem fazer isso por um bom tempo,1
rt @user olha essa voz iti maliaaa kkkkk 😍 https://t.co/sis2bf16nn,0
"Glenn, o Rei da Pornografia, não sabíamos que sua mãe até você a expor de forma criminosa a usando como instrumento políticos para deixar o país às pressas para não pagar pelos crimes que cometeu. Desejo saúde a sua mãe e que ela te perdoe por envolvê-la no seu crime em curso https://t.co/KoVYNU3ooR",0
"••AU•STONY••

a superfamily au

Onde Tony sempre levava seu filho na piscina comunitária e acabava flertando com o salva-vidas. https://t.co/UD73r1NrzX",0
"rt @user é hoje que o pau quebra rs, os ingressos só vão até às 14h, porém no sítio!!! (local da festa) #vemdesainha https://t.co/x3…",0
"seus pau no cu do carai, quero voltar com lixo nenhum n茫o",1
"quer que goza na boquinha, na hora do boquete",1
"@user ai porra, sempre sonhei com esse, tem que sair #nowunited #mpn #uniters",1
esse momento é nosso porra #voleinaglobo https://t.co/yzvomsp0ih,1
rt @user que preguiça da porra,0
o lula tá enjaulado babacas #stfvergonhanacional,1
que coisa boa  gostei de ver esse racista se fuder ...,1
"OI, LINDOS!!!!! vamos ajudar nesse projeto lindo????? quem n puder ajudar com material, aceitamos money tb ou só da rt aí que tá top qlqr coisa chama no wpp, os números tão aí!!! https://t.co/xBQ0IQgG4z",0
"Veganos, bruxos, ateus, crossfiteiros, crentes, pseudo astrólogos, good vibes, maconheiros de 16 anos, galera que transcende em rave, puta que pariu! eu não sei quem é o mais chato",1
"A rivalidade entre os meninos nos comentários disso me dá nojo. Não precisa desmerecer um pra enaltecer o outro, quando as pessoas vão entender isso?",0
se o brasil tem pilares são elas,0
@user po feio eh ficar reparando nos outros sendo q n eh exemplo 🤭,0
"@user Coe cr, sei que não tenho nada haver cm sua vida, mas para de dar Ibope, nego gosta disso, quanto mais tu render assunto, mas elas vão tá achando que tu tá se importando e mais vao falar, manda essas porra procurar uma calcinha pra lavar, vive sua vida cr, você merece .",1
uma feia arrumadinha,1
rt @user deus ta me dando uma paciência do caralho esses últimos tempos,1
caralho o jeno pqp garoto,0
"porra, fiquei bêbado ontem kkkkkk. ainda bem que eu não acordei com ressaca hj",1
@user eita porra q mulherão,1
rt @user focar em ninguém então kk https://t.co/x0dwhapden,0
puta que pariu eu amo esse time,0
@user espero q isso anime meu sábado pq pqp,1
@user sinto lhe dizer mais vc tem sim e mete o pau na mesa com esse velho chato do crl,1
"acabooooooooooooooou puta que pariu
até que enfim!
está classificado!",1
"sapatão é um bicho estranho mané, nao pode ver que a outra mina é sapatão que já fica logo encarando",1
@user @user @user Tipo aquele tuíte do Wolverine?! Faz parte. Sem humor a vida não tem graça! PS. Sei q não é só humor...,0
@user @user @user meus parabéns!!!,0
"kpoper futebolista achei a maior aberracao do mundo, otaku kpoper em 2º",1
mano eu tô chorando de rir pqpkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkķkkkkk,0
"3,90 na porra do dólar de novo.

aquela merda de texto base da previdência não iria fazer baixar? bando de gado",1
oh gloria alguem sensato pqp,0
"Temos que defender quem nos defendeu com tanto garbo e honra. Não podemos tolerar esse tipo de insinuação contra os nosso heróis. Quando chamaram Sérgio Moro de chefe de quadrilha ninguém defendeu. Quando Bolsonaro disse que sabia como o pai dele tinha sumido, aí o mundo caiu. https://t.co/H6rnrjGXvK",0
jesus realmente sabe o q diz,0
"mentiu, mentiroso do caralho all men do is lie",1
"carai, que jogo lá e cá",0
@user @user @user vai ser arrombado pelos presos lá,1
"todo dia essa mulher gritando pra caralho, sem noção mané",1
já apaguei coisa pra caralho e esse inferno de celular continua c a memória cheia,1
"Uma pessoa maravilhosa que saiu do grupo pra proteger os membros. Foi abandonado pelo fandom quando mais precisou, sofreu calado e sozinho por muito tempo.
Voz impecável que nunca foi valorizada o suficiente.
Deu o sangue e trabalhava dia e noite pra promover o Suju. https://t.co/H45d41SpN7",0
@user e tem como a senhora ficar feia?,0
"acho que branco escroto tem mais que tomar no cu msm, mas nunca vou vibrar com violência assim não.",1
marcelo é ridículo crlh kkkk,1
@user kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk puta q pariu,1
porra aí 👏🏾👏🏾,0
rt @user será que eu sou importante pra alguém,0
"sinceramente nao sei como pode existir gente no mundo pra mandar ha*e pro chan 
essas que se consideram stays e fazem coment谩rios de ha*e pro chan N脙O 脡 STAY simplesmente isso que 贸dio do caralho vai se fude O CHAN EH INCR脥VEL SEM MAIS NEM MENOS Q SACO",0
@user bebe mais piranha,1
kkkkkjkkkk vsf eu amo essa música https://t.co/vfmajc8xxf,1
que homem meus amigos,0
@user aiiiiii sim caralho,0
"@user nega pqp, meu sonho demais",1
rt @user pqp eu e a clara é tão sem noção...,1
@user faça algo em relação ao stf liberaram o assassinato. tá difícil viver nesse lugar.,0
puts você é gato p caralho,1
porraaaaa é por isso que as pessoas se matam!!!! deixa a garota usar o que ela quiser caralhooooo,1
"@user Pô Bruno, não achei tão absurdo não. Digo até que ele foi coerente durante a entrevista, falou até da venda do mando de campo sem ser perguntado. A gente conhece a situação do nosso clube, sabemos que algumas vezes temos que abrir mão de alguns atletas. +",0
"@user @user @user @user Vera, o comentário do Roberto foi preconceituoso e extremamente desnecessário. Que ele criticasse as medidas do governo Rui Costa, e não viesse com essa de ""baiano passa fome, mas n perde festa"", ofendendo a todos os baianos. Tem que denunciar mesmo",0
sábadou com s de só tomo no cu,1
ninguém falou que ia ser fácil mas puta que pariu em meu parceiro,1
eu vo ter que mata a tim não vai te jeito....... bisho eles ativam pacote sem eu nem pedir sabe vai toma no cu,1
porra são paulo pisou nos lareiras atuais do futebol brasileiro,1
cara o twitter no modo preto e a muito bonito vsf,1
rt @user que.     porra.     eh.    isto. https://t.co/braw58xldc,0
resenha da p.a deu oq falar viado kkkkkkkkkk,1
"impressionante que você falar de sexo ou algo relacionado com maioria dos homens te olham como se você tivesse fazendo algo errado e fosse uma puta, haja paciência para esses imaturos",0
@user @user aproveita e faz a do joão frango também caralho,1
@user cambada de canalhas,1
"@user de emoção: liberta
de role: paulista contra o santo andré",0
@user vai tomar no seu cu ok,1
"minha sobrinha abriu e porta do quarto me olhou e disse ""safado"" pqp q engraçado, namoral kkkkkkkkk",1
vá todo mundo pra puta que pariu,1
"urgente! 

joyce kelly anuncia retorno e quebra internet.

confira:",0
vagabundo inveja muito o pouco que nós tem..😏,0
eu sou curiosa e ansiosa que não vou aguentar esperar até segunda sério...,0
"@user @user @user @user @user ''Quem não respeita a história de um clube, nao respeita nem a mãe dentro de casa'', pow cara, eu tenho pena da sua mãe. https://t.co/Ekm8CMQxdd",0
caralho as meninas começam jogando bem pra caralgo e caem e aí melhora um pouco aí vai p tie break e só jesus no coração agora #voleinaglobo,1
"@user Já to me preparando porque sei que vou falir
Eu chegando no local no dia cheio de dívidas mas mandando tudo pra puta que pariu https://t.co/D9fXZImQVX",0
Agora serei obrigada a encher minhas fotos de “PROIBIDO VENDER” kkkkk tá foda os outros ficarem ganhando Dinheiro em cima de mim 🙄 https://t.co/XARzPfCTEZ,0
@user vê isso mãe,0
@user bêbado vagabundo !!,1
@user tao linda parece eu,0
"se você soubesse pelo menos metade do que já passei nessa vida, você iria tomar no cu e não tomar conta da minha vida.",1
"E voltando para o quesito dividida dessa vez vamos falar a famosa @user que estaria dividida entre Miranda e Medeiros, com quem ser谩 que ela vai ficar?",0
"@user @user @user caralho, que lindo",1
@user @user hahahahahah amiga ela some por anos e dps volta como se nada tivesse acontecido,0
@user @user @user sou a favor de invadir o stf e não chegarmos lá d mãos vazias....😝😝😝,1
"tenham paciência caralho. 

você não sabe o que a outra pessoa está passando, então seja no mínimo, gentil.",0
@user porra caralho nao pode falar palavrao nessa bosta cacete!,1
@user kkkkkkkkkkkkkkkkkkkkkkkk amei,0
meu deus que nervosooo pqp sai dai,1
"@user caralho, ele foi dar um tapa na bola pra não sair e o braço do cara tava na frente, buscou contato teu cu",1
"rt @user - vc é mineiro?
- sou
- então fala ""não concordo""
- uai ai não https://t.co/fz7fckczk2",0
"pau no cu do vitória, q se fodaa 👻c",1
"dps pergunta pq n茫o namoro, peguei um caso aqui que o cara bateu na mulher pq ela tava bebendo dms numa festa e ele queria que ela fosse embora",0
"fico malzona porque quando começo a ficar feliz com meu corpo ela sempre solta algo, que minha cara tá gorda, bochechas maiores, que eu to perdendo minha cintura, que eu vou engordar e não vou parar mais, e que vou ficar com o corpo feio e não vou emagrecer mais",0
@user amigos***** idiota kkkk,1
"esqueci de escrever a carta, fiquei de escrever essa butica hoje cedo puta que pariu viu",0
rt @user s贸 falta o dinheiro https://t.co/xwdd0h00qv,0
"@user @user pô maluco. vai tomar no teu cu, demente.",1
meu nariz esta tao seco que parece que cheirei uma tonelada de cimento,0
@user ato reparador para terroristas ??? ah vai se foder vai filho da puta chupeteiro de ladrao,1
queria estar nesse episódio da grande família que a marilda vai num grupo de apoio que chama mulheres que amam errado,0
novidade k k k k,0
meu primo pode ser chato p caralho mas dps disso eu vou defender ele sempre,1
parte triste de ser gorda é gostar de roupas que nunca ficariam bem em você,0
@user nós tem a mesma idade louca,0
rt @user com @user já já na @user liga aí https://t.co/zwvqvisyfy,0
rt @user buceta pq você tá chorando https://t.co/ziosj6nzu2,1
@user será que vão mostrar ele comendo gente? argh,1
"@user por isso que ele vai se reeleger porra!

vcs do globo são burros pra caraleooo kkkjj",1
"rt @user feia, eu diria https://t.co/w7d2z4qpm7",1
"Se não contrata, reclama!
Se contrata jogador barato, tá ruim!
Se contrata jogador caro, é loucura!

Meu querido, presta atenção👇

Um time competitivo, q quer brigar pro títulos, não mede esforço pra trazer jogador d qualidade técnica e individual.
Agora, por favor vai a merda😏",0
"N tenho limites quando o assunto é chupar uma boa pica. Enquanto tiver boys gostosos, eu gasto mesmo, n vivo sem chupar uma pica gostosa d jeito nem um. He he ... https://t.co/edMHHXcsDw",1
