text,homophobia,obscene,insult,racism,misogyny,xenophobia
assis não anda mais postando role kkkk quem tu tá enganado agora ? — vsf uahsusha sou menina de caseira 👀 https://t.co/kgcindxnfg,0.0,1.0,0.0,0.0,0.0,0.0
inferno de mulher bicha,2.0,0.0,1.0,0.0,0.0,0.0
"olha o jeito que a torcida dos caras torce pel9 amor de deus como perde p isso

além de que eles so batem vtnc",0.0,1.0,0.0,0.0,0.0,0.0
"rt @user as vezes da um fogo no cu e uma vontade de sair de casa, nem que seja pra comer pizza 10 e fumar arguile, perfeito 🥰",0.0,1.0,0.0,0.0,0.0,0.0
minha mae infernizando minha vida pra eu estudar ai coloco na videoaula çaporra de internet n quer rodar nem a pau. vontade de tacar fogo em tudo,0.0,1.0,0.0,0.0,0.0,0.0
pqp eu só passo raiva nesse livro,0.0,1.0,0.0,0.0,0.0,0.0
"rt @user puta merda, ja eh linda, cantando essa musica levou foi coração de vez https://t.co/q0pfdldcyu",0.0,1.0,0.0,0.0,0.0,0.0
"é pedir demais achar um copo térmico de fisioterapia nesse caralho de jf??? qnd chega nas lojas acaba em 2 dias, assim não dá",0.0,1.0,0.0,0.0,0.0,0.0
"br mobilidade, vai tomar no seu cu",0.0,1.0,1.0,0.0,0.0,0.0
tô lendo todo dia do david levithan e pqp perfeito,0.0,1.0,0.0,0.0,0.0,0.0
@user PUTA MERDA MAS QUE CARALHOS TA ACONTECENDO? EU FICO SEM INTERNET POR ALGUMAS HORAS E tem SMTown e comeback do U no meu aniversário? WHAT? SAIU LINEUP? SOCOROO EU TO PERDIDA,0.0,1.0,0.0,0.0,0.0,0.0
"@user ouve o kbca de cx d'  água
#stfvergonhanascional",0.0,0.0,0.0,0.0,0.0,0.0
"jogou demais pqp, saudades",0.0,1.0,0.0,0.0,0.0,0.0
"@user @user bem feito, troxa",0.0,0.0,2.0,0.0,0.0,0.0
rt @user qual o problema  virou  crime ser feia agora https://t.co/unuwvfrs5q,0.0,0.0,0.0,0.0,0.0,0.0
amigo*,0.0,0.0,0.0,0.0,0.0,0.0
"caralho, que tapa na fuça que eu tomei",0.0,1.0,0.0,0.0,0.0,0.0
pau no cu nem pra se despedir,0.0,1.0,1.0,0.0,0.0,0.0
"@user @user o oxigênio que você respira bem sai do seu cu, né?",0.0,2.0,0.0,0.0,0.0,0.0
@user argentino fdp,0.0,1.0,1.0,0.0,0.0,3.0
não aguento mais passa por isso pqp,0.0,1.0,0.0,0.0,0.0,0.0
@user ai caralho alimenta essa cadelinha 0/14 e segue me :( #mpn #nowunited #uniters,0.0,1.0,0.0,0.0,0.0,0.0
"rt @user aonde tem progresso, tem olho gordo ! oque o diabo tira, deus dá em dobro.🎭🙏🏻☯️",0.0,0.0,0.0,0.0,0.0,0.0
brother tá frio pra um senhor caralho,0.0,1.0,0.0,0.0,0.0,0.0
"rt @user @user ai que ódio, qual é o problemas dessas pessoas?? que povo ingrato puta que ódio",0.0,1.0,1.0,0.0,0.0,0.0
rt @user caralho queria tá transando,0.0,1.0,0.0,0.0,0.0,0.0
@user vai se tratar criatura asquerosa!,0.0,0.0,2.0,0.0,0.0,0.0
@user toma no cu banda triste da porra.....,0.0,1.0,0.0,0.0,0.0,0.0
"sm minha linda a senhora ta apelando com esse novo bg né
menina de cair o cu da bunda taemim, kai e baekhyun juntos mds",0.0,1.0,0.0,0.0,0.0,0.0
"a mesma pessoa que compartilhou “seja gentil com os animais” ontem compartilhou que vaca, peixe e frango é comida sim",0.0,0.0,0.0,0.0,0.0,0.0
"rt @user sou carioca nunca fui no cristo, nunca fui assaltada e nem comi a batata de marechal https://t.co/vaujt9dut0",0.0,0.0,0.0,0.0,0.0,0.0
@user aproveita e manda assar a sua carne de piranha tbm kkkkkkkkkkkk te amo bjos,0.0,1.0,1.0,0.0,1.0,0.0
havia tanta roupa mas tinha de ser igual à minha porra,0.0,1.0,0.0,0.0,0.0,0.0
"tão colocando a internet aqui em casa depois de 2 meses inteiros
caralho q emoção",0.0,1.0,0.0,0.0,0.0,0.0
"Deus me dê paciência pra aguentar a impaciência da Marli pqp pra que inventei de ser sócia dessa louca??? Mas vdc, tem que dar https://t.co/IO7HnSbYbS",0.0,1.0,1.0,0.0,0.0,0.0
chocada estou com a cara de pau,0.0,0.0,1.0,0.0,0.0,0.0
tinha q ter feito isso era em 1500,0.0,0.0,0.0,0.0,0.0,0.0
tenho amém,0.0,0.0,0.0,0.0,0.0,0.0
rt @user pqp é tókio caralhoooooooo #voleinaglobo,0.0,1.0,0.0,0.0,0.0,0.0
tudo corna essas desgraças kkkkk,0.0,0.0,2.0,0.0,0.0,0.0
"desgraça, parece um robô essa porra",0.0,1.0,0.0,0.0,0.0,0.0
"escola: a
eu:",0.0,0.0,0.0,0.0,0.0,0.0
a eunice falando que não aguenta mais macho e que vai virar sapatão jdkdkkd eu amo essa garota,1.0,0.0,1.0,0.0,0.0,0.0
rt @user ridículo https://t.co/ffdweogrhs,0.0,0.0,0.0,0.0,0.0,0.0
"Safado engoliu  minha rola com vontade haha dao RT aí safados e comenta quem quer fazer um amador cmg Haha
@user @user @user @user @user https://t.co/QoVG3hpkKH",0.0,1.0,1.0,0.0,0.0,0.0
@user n tem sentido nenhum separar pessoas que performam feminilidade ou não pqp é td bissexual e pronto fodase,1.0,1.0,0.0,0.0,0.0,0.0
"fiquei sabendo q vc só vai na faculdade pra ver macho, ridícula — só balbúrdia https://t.co/r5epkhyktu",0.0,0.0,2.0,0.0,1.0,0.0
hoje o tempo não tá bom pra andar de jet  que buceta hoje tô muito bolado drx mesmo,0.0,1.0,0.0,0.0,0.0,0.0
"eu to destruído, maldito seja o corote de menta",0.0,0.0,1.0,0.0,0.0,0.0
hoje em dia não troco idea com ninguém não procuro ninguém pra me satisfazer sexo é cuidado e minha piroca não foi achada no lixo e boa 👍,0.0,1.0,0.0,0.0,0.0,0.0
"sustenta porra, kkkkkkkk",0.0,1.0,0.0,0.0,0.0,0.0
@user @user te foder é do iphone,0.0,1.0,0.0,0.0,0.0,0.0
rt @user @user “vou ganhar essa porra sozinha fodase” https://t.co/cotskro5hu,0.0,1.0,0.0,0.0,0.0,0.0
meu sonho caralho,0.0,1.0,0.0,0.0,0.0,0.0
@user carai rendeu pro victor entao,0.0,1.0,0.0,0.0,0.0,0.0
vontade de sumir e mandar todo mundo pra puta que pariu 🤬,0.0,1.0,0.0,0.0,0.0,0.0
"@user dani alves e juanfran o caraio, o negócio é tem pará e vitor ferraz na ld, respeita kakakakaka",0.0,1.0,0.0,0.0,0.0,0.0
lorene bota pra foder filha,0.0,1.0,0.0,0.0,0.0,0.0
#futebolnaredevida sejam mais imparcial tá feio vcs torcendo pro palmeiras,0.0,0.0,0.0,0.0,0.0,0.0
pqp! adoro esse filme! obg netflix!,0.0,1.0,0.0,0.0,0.0,0.0
sheilla e brait voltando caralhoooooo. meu tri tá vivo porraaaaaaaa vamo caralho vamoooo #voleinaglobo,0.0,1.0,0.0,0.0,0.0,0.0
toda vez q vou tossir eu choro puta merda que dor,0.0,1.0,0.0,0.0,0.0,0.0
puta q pariu kkkkkkkkkk,0.0,1.0,0.0,0.0,0.0,0.0
rt @user tandara braba demais!!!! pqp sdds da minha rotina assistindo vôlei,0.0,1.0,0.0,0.0,0.0,0.0
"@user aahh, imaginei. boa. hahaha
a frase representa bem a virada épica e a situação no campeonato. 👊🏻👊🏻👊🏻",0.0,0.0,0.0,0.0,0.0,0.0
nct n tem uma pausa puta merda,0.0,1.0,0.0,0.0,0.0,0.0
eu tomei no cu agora,0.0,1.0,0.0,0.0,0.0,0.0
"@user NAO ACONTECEU NADA DISSO , QUE MANCHETE MENTIROSA, VE SE QUE OS JOGADORES QUEREM ELE  PERTO VERRATI E EMBAPE PUXAM E ABRAÇAM ELE ,E AS ENTREVISTAS DOS CARAS DO TIME  NINGUEM QUER QUE ELE SAIA DE LA E AINDA VEJO ESSES BRASILEIROS BABA OVO DE GRINGO DETONANDO O CARA..",0.0,1.0,2.0,0.0,0.0,0.0
"@user ai meu pai...
pqp esses burros não sabem q o público desse tipo de evento é tóxico??????",0.0,0.0,2.0,0.0,0.0,0.0
odeio quando o gabriel me chama pelo meu nome pq é sempre quando ele fica com dó de mim ou quando ele tá puto comigo,0.0,1.0,0.0,0.0,0.0,0.0
meu deus que nervosooo pqp sai dai,0.0,1.0,0.0,0.0,0.0,0.0
"pietro só sabe comer e peidar, pqp",0.0,1.0,0.0,0.0,0.0,0.0
caralho meu acessor q postou kkkk fdp,0.0,1.0,1.0,0.0,0.0,0.0
ele é pica,0.0,1.0,0.0,0.0,0.0,0.0
"vamo vencer na garra sim esse caralho, bora brasil #voleinosportv",0.0,1.0,0.0,0.0,0.0,0.0
"mano eu sou um lixo, quebrei meu celular caralhoooo eu quero morrer não faço nada direito nessa vida pqp",0.0,1.0,1.0,0.0,0.0,0.0
@user tu vende celular é faz essa pergunta idiota kkkk,0.0,0.0,1.0,0.0,0.0,0.0
"caralho, lembrei no dia que meu prof me chamou de merda e eu falei desse mesmo jeitinho kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",0.0,0.0,1.0,0.0,0.0,0.0
"meu ciclo de amizade diminuiu pra caralho, porém aumentou o valor, gratidão!",0.0,1.0,0.0,0.0,0.0,0.0
puta q pariu essa serie ta acabando com a minha vida,0.0,1.0,0.0,0.0,0.0,0.0
quem ama o feio bonito lhe parece,0.0,0.0,1.0,0.0,0.0,0.0
n aguento mais essa tosse e essa gripe pqp,0.0,1.0,0.0,0.0,0.0,0.0
vou ficar chapada só de raiva pq porra,0.0,1.0,0.0,0.0,0.0,0.0
a mulher vai comer o cu dele veykk,0.0,1.0,0.0,0.0,0.0,0.0
"Crie sua filha forte, para que entenda ""seu corpo, suas regras"". Evitem fracos de verdade, que possam impor mentiras do tipo: ""seu pescoço, minhas rédeas""
 
Deuses Ateus ficou foda pra caralho",0.0,1.0,0.0,0.0,0.0,0.0
@user porra nem fala,0.0,1.0,0.0,0.0,0.0,0.0
vai fazer birra na casa do caralho,0.0,2.0,0.0,0.0,0.0,0.0
@user tem algum palhaço aki ??,0.0,0.0,0.0,0.0,0.0,0.0
"Aparência ou Personalidade? — Cara se é uma festa onde eu não vou ver nunca mais aparência, mas sempre vou pela personalidade da pessoa, pq se for bonitinho e um cu eu já mando ir a merda https://t.co/UxI2CxnuPO",0.0,1.0,1.0,0.0,0.0,0.0
rt @user eu pago tanto pau pra mara,0.0,0.0,0.0,0.0,0.0,0.0
@user mané foi corajoso e burro ao mesmo tempo ! kkkkkkkkkkk ele não acreditou quando abriu a porta !,0.0,0.0,1.0,0.0,0.0,0.0
"@user porra cabral, se decide mulher",0.0,1.0,0.0,0.0,0.0,0.0
e olha que eles nem debutaram lendas aclamadas demais pqp,0.0,1.0,0.0,0.0,0.0,0.0
pqp que sono....,0.0,1.0,0.0,0.0,0.0,0.0
@user @user claro idiota o cara roubou bilhões de trouxas como vc também não ser mais roubado por esse larápio!!,0.0,0.0,1.0,0.0,0.0,0.0
@user kkkkkkkkkkkkkkkkkkkk tnc,0.0,1.0,0.0,0.0,0.0,0.0
hoje foi dia de comemoração antecipada do dia dos pais... minha flor tava demais com essa gravatinha. https://t.co/vjkxmyfd45,0.0,0.0,0.0,0.0,0.0,0.0
só mentalmente msm,0.0,0.0,0.0,0.0,0.0,0.0
to presa num vídeo pqp,0.0,1.0,0.0,0.0,0.0,0.0
rt @user aaaaaeeee porra @user nossoo,0.0,1.0,0.0,0.0,0.0,0.0
"@user @user agora q ele vai morar comigo, você vai lá em casa né, piranha",0.0,0.0,1.0,0.0,0.0,0.0
@user porra pedro quando eu tiro essa música da cabeça tu faz um lomotif com ela kkkkkkk,0.0,1.0,0.0,0.0,0.0,0.0
rt @user quando uma merda não vos sai da cabeça a partir daí é sempre fodido tentar esquecer ou tentar não falar da mesma coisa…,0.0,1.0,0.0,0.0,0.0,0.0
@user kkkkkkk vtnc,0.0,1.0,0.0,0.0,0.0,0.0
eu vi gente sendo fdp e usando depressão como desculpa e suicídio como conforto,0.0,2.0,1.0,0.0,0.0,0.0
"@user -gaúcho
-mineiro
-carioca
amoooooooo esses sotaques.",0.0,0.0,0.0,0.0,0.0,0.0
dear white people me deu um puta murrão na cara,0.0,1.0,0.0,0.0,0.0,0.0
"rt @user me amava porra nenhuma, já tá chamando é outra de amor kkkkkk",0.0,1.0,0.0,0.0,0.0,0.0
"puto, supertaças são para ser jogadas no país de onde elas são... agora supertaça francesa na China? que merda é esta? https://t.co/lVaIgwIAI7",0.0,1.0,0.0,0.0,0.0,0.0
que grt fdp kkkkkkkkk,0.0,1.0,0.0,0.0,0.0,0.0
"@user achei q bateu foi pouco, ainda dava p mandar uns 30 socos de boa nessa escória, câncer maldito",0.0,1.0,3.0,0.0,0.0,0.0
rt @user tandara vc eh foda caralho #voleinaglobo,0.0,1.0,0.0,0.0,0.0,0.0
nunca vi homem fudido querer ter duas mulher 🙄😂,0.0,1.0,1.0,0.0,0.0,0.0
@user anda para aqui burro,0.0,0.0,2.0,0.0,0.0,0.0
grávida de 17 meses e ele veio foder alguém a lisboa 🤬🤕,0.0,1.0,0.0,0.0,0.0,0.0
caralho eunpegueu o onibus errado@user p eu ta no nova america oq to fazendo no centro,0.0,1.0,0.0,0.0,0.0,0.0
a partir de agora eu só socializo com preto pq puta merda branco não tem salvação mesmo,0.0,1.0,1.0,1.0,0.0,0.0
como se existisse algum método 100% eficaz,0.0,0.0,0.0,0.0,0.0,0.0
"""eu tremo pra carioca? cê tá de deboche ent fala isso pro Knust e pro Orochi""
eu sinceramente largaria o mic e sairia da batalha dps dessa",0.0,0.0,0.0,0.0,0.0,0.0
"e o segurança do meu trabalho ainda achou engraçado o assédio com menor de idade,porra engraçadão",0.0,1.0,0.0,0.0,0.0,0.0
cheguei à conclusão que meu ponto fraco é as pretinha 🤤,0.0,0.0,1.0,1.0,0.0,0.0
ela acha ridículo e faz kkkkkkkkkkk,0.0,0.0,0.0,0.0,0.0,0.0
"e olha que eu gosto muito dele, tenho até a peita dele rsrs, mas ta ridiculo faz tempo",0.0,0.0,1.0,0.0,0.0,0.0
"@user poxa nenhum likezinho no mvzinho de ddududu e poxa nenhuma inscrição, mas nossa oq eu to vendo ali do lado? isso mesmo inscrição no canal da bh e um like ali no mv ein, flor tira a porra do pau do bts da boca que dps a gente conversa ok? boa noite",0.0,1.0,0.0,0.0,0.0,0.0
"@user 
• primeira impressão: mt nask
• seu apelido na minha cabeça: toddy
• eu gosto de você: eu te amo pra caralho
• pra ser honesto: tu é a minha vida, n sei oq seria de mim sem ti",0.0,1.0,0.0,0.0,0.0,0.0
"@user @user kkkkkkkkkkkkk caralho, que dó",0.0,1.0,0.0,0.0,0.0,0.0
rt @user enche o cu de remédio e fala do meu baseado https://t.co/7bwml39obo,0.0,1.0,0.0,0.0,0.0,0.0
"rt @user essa menina devia é ta num hospício, problemática do caralho",0.0,1.0,2.0,0.0,0.0,0.0
"insuficiente é o caralho, eu sou incrível, lindo e gostoso",0.0,1.0,0.0,0.0,0.0,0.0
"ta porra mlk, to morrendo",0.0,1.0,0.0,0.0,0.0,0.0
"até hj fico indignada de n terem colocado harry surtando no escritório de dumbledore em odf e respondendo stape em edp
mano eu daria meu cu pra ver essas cenas nos filmes",0.0,1.0,0.0,0.0,0.0,0.0
jogador só sabe procriar nessa porra,0.0,1.0,0.0,0.0,0.0,0.0
@user ta bom boiola https://t.co/nqskuhayoi,2.0,0.0,1.0,0.0,0.0,0.0
"Acabei de passar na frente de uma borracharia cheia de gente, e gritaram ""hoje vai dar veado no jogo do bicho"" e todo mundo começou a rir. Eu só espero que cada um desses caras morra da pior maneira possível, e eu não sinto rancor nenhum por isso",1.0,1.0,1.0,0.0,0.0,0.0
@user vsf app tóxico do caralho,0.0,1.0,1.0,0.0,0.0,0.0
"ganhamo, caralho",0.0,1.0,0.0,0.0,0.0,0.0
vários,0.0,0.0,0.0,0.0,0.0,0.0
rt @user eu fiquei mt ruim ontem pqp,0.0,1.0,0.0,0.0,0.0,0.0
@user kkkkkkkkkkk não tem nd a ver com isso carai,0.0,1.0,0.0,0.0,0.0,0.0
"tô com uma puta sdds do meu filho, mas estou c mt preguiça de ir p catarina",0.0,1.0,0.0,0.0,0.0,0.0
o sorriso do filho da puta  https://t.co/2du0yyrhxg,0.0,1.0,2.0,0.0,0.0,0.0
que porra é essa de máxi lopez de volta?!,0.0,1.0,0.0,0.0,0.0,0.0
@user porra me dá seu nariz,0.0,1.0,0.0,0.0,0.0,0.0
já perdi mais de 1 hora de open pqp,0.0,1.0,0.0,0.0,0.0,0.0
"@user fora q n sou obrigada a tolerar comida podre, violeta, ovo, cachaça e o caralho a 4...",0.0,1.0,0.0,0.0,0.0,0.0
rt @user custava nada mais um mês de férias escola tóxica do caralho,0.0,1.0,1.0,0.0,0.0,0.0
"só queria estar longe de tudo agr, esfriando a cabeça 
eu n aguento mais a hipocrisia nessa porra de casa",0.0,1.0,0.0,0.0,0.0,0.0
théo tá levando uma graffa de vinha pra fazer pau na coxa pra gente 😋,0.0,0.0,0.0,0.0,0.0,0.0
@user borracha asquerosa,0.0,0.0,2.0,0.0,0.0,0.0
@user sabado que vem neguinha vai ta me enchendono saco pra sair,0.0,0.0,1.0,1.0,0.0,0.0
"porra, vem só uma pessoa na minha cabeça, deus me livre",0.0,1.0,0.0,0.0,0.0,0.0
eu tenho a tosse mais horrorosa do mundo pqp,0.0,1.0,1.0,0.0,0.0,0.0
aquele ditado né bonito de boca fechada pqp chernomacho só fala água,0.0,1.0,0.0,0.0,0.0,0.0
"Pohha sou um merda mesmo, minha tia fez comida pra mim eu só precisava esquenta, deirei no fogo fiquei no celular e queimou a comida kkkkk puta merda em.",0.0,1.0,1.0,0.0,0.0,0.0
"@user pura bobagem. desespero e despreparo. o melhor: o inimigo é tão burro, que se declara. aí fica fácil.",0.0,0.0,1.0,0.0,0.0,0.0
"+1 gol, boa irmão 🇾🇪🇾🇪",0.0,0.0,0.0,0.0,0.0,0.0
"veio umas teorias muito loucas na minha cabeça agora, pqp to assustado",0.0,1.0,0.0,0.0,0.0,0.0
"Esses ex que termina e fica lembrando de mim e foda né z 🤣🤣 cara em vez de me esquecer fica com a porra do meu nome na boca q desgraça viu. Vira homem gente, cadê a porra do senso. CADEEE",0.0,1.0,1.0,0.0,0.0,0.0
vai se foder to muito triste,0.0,1.0,0.0,0.0,0.0,0.0
rt @user novinho 7: hetero torcedor do atlético mineiro batendo uma pra uma mina fake https://t.co/lehcdktrtj,0.0,1.0,0.0,0.0,0.0,0.0
"rt @user eu sou um lixo p mt amizade, vacilo c pessoas q estão sempre ao meu lado e fico mal p crl c isso.",0.0,1.0,1.0,0.0,0.0,0.0
"""vc precisa engordar"" e vc acha q eu nao sei filha da puta",0.0,2.0,1.0,0.0,0.0,0.0
"pai do céu,  livrai-nos do mural!!!!",0.0,0.0,0.0,0.0,0.0,0.0
imagina pra mim que nem isso eu tenho,0.0,0.0,0.0,0.0,0.0,0.0
"Quem destrói jovens são pessoas como você... que se sentem escravocrata e não admite ver jovens formados e capacitados para nunca precisar de um desgraçado como você,veio da Havan realmente é um elogio a sua pessoa,na verdade ,você é o desgraça da Havan FDP!",0.0,1.0,3.0,0.0,0.0,0.0
rt @user mano tá tudo me irritando hoje pqp,0.0,1.0,0.0,0.0,0.0,0.0
rt @user quem curte pau mole?! https://t.co/1kkmybaxh0,0.0,1.0,0.0,0.0,0.0,0.0
"@user mano, não dá kkkkkkkkkk vou pagar essa porra e nunca mais comer lá, ao decorrer do curso a gente deixa muito mais",0.0,1.0,0.0,0.0,0.0,0.0
puta q pariu belíssimaaaaaaaaa,0.0,1.0,0.0,0.0,0.0,0.0
"poderia passar o dia vendo os vídeos dos dog d matheus
são mt fofos vsf",0.0,1.0,0.0,0.0,0.0,0.0
rt @user saraiva estava a ponto de quebrar a qlqr momento esse foi o role https://t.co/uodmhfapgo,0.0,0.0,0.0,0.0,0.0,0.0
@user vc é burro ou se faz?🤪,0.0,0.0,3.0,0.0,0.0,0.0
"@user você não ta, você é lindo pra caralho!!!!!",0.0,1.0,0.0,0.0,0.0,0.0
vai tomar no cu hoje não eh meu dia,0.0,1.0,0.0,0.0,0.0,0.0
caralho q sufoco esse jogo puta merda,0.0,1.0,0.0,0.0,0.0,0.0
@user puta véio burro do caraio. alguém tem que internar esse câncer.,0.0,1.0,3.0,0.0,0.0,0.0
gente????????? que escroto,0.0,1.0,1.0,0.0,0.0,0.0
rt @user chorando vendo filme de sapatao sonhando com um dia que eu vou ter um romance clichê,1.0,0.0,0.0,0.0,0.0,0.0
@user que beijo lindo puta que me pariuuuuuuuuuuuu,0.0,1.0,0.0,0.0,0.0,0.0
"porra eu não aprendo né, toda vez me decepciono com amizade pelo mesmo motivo",0.0,1.0,0.0,0.0,0.0,0.0
@user ei bicho desde ontem nessa afliçao de tie break vsf,0.0,1.0,0.0,0.0,0.0,0.0
@user só não to entendo esse tanto de curtida nesse twitter ridículo dela 🙄,0.0,0.0,1.0,0.0,0.0,0.0
@user @user @user rolezinho dos influencers vale do paraíba,0.0,0.0,0.0,0.0,0.0,0.0
"rt @user ces tem q arrumar outra coisa melhor do q puta p xingar, isso tá mt manjado. sla me chama de desempregada doi mt mais",0.0,0.0,1.0,0.0,0.0,0.0
"eu passei 3hs numa porra de simulador, tô com uma dor de cabeça fudida. agr num sei se é por causa da tela da máquina ou por ressaca",0.0,1.0,0.0,0.0,0.0,0.0
parabéns rayssa a única coisa q vc sabe fazer é sair bloqueando todo mundo q tava certo sobre vc..pq vc é a porra de um lixo,0.0,1.0,2.0,0.0,0.0,0.0
"@user tava mrm,tinha porra nenhuma p fazer fds kkkkkkkkkkkk",0.0,1.0,0.0,0.0,0.0,0.0
"eu: n vou gastar mais a minha energia com isso, to nem ai
eu para a julia: aí q bosta, to puta, falsidade do caralho",0.0,1.0,0.0,0.0,0.0,0.0
"@user eu mesma, teve promo na stray (alias acho q ta rolando do txt, fica ligada q sempre rola) e já me afundei aq kkkkkk https://t.co/ETqOIlYjGM",0.0,0.0,0.0,0.0,0.0,0.0
rt @user é mt cringe nossa senhora https://t.co/pq4llpjtj1,0.0,0.0,1.0,0.0,0.0,0.0
"Voltei a jogar hoje e já tomei uma entrada que quase quebrou a minha perna. Doidão do caralho, é cada maluco doente que a gente vê na várzea viu!",0.0,1.0,2.0,0.0,0.0,0.0
aeeeeee caralho,0.0,1.0,0.0,0.0,0.0,0.0
"@user Muda muito pq você pode nem usar, mas você sabe que quebraria o idiota na porrada e isso já alivia o medo maior. Geralmente ele te deixa em paz quando sabe que pode apanhar, pq homem só respeita homem pq tem medo de apanhar, tem que ter medo da gente tbm",0.0,0.0,2.0,0.0,0.0,0.0
"rt @user tenho muitas metas a serem realizadas ,
jamais perderia meu precioso tempo com gentinha sem conteúdo , então me poupe des…",0.0,0.0,1.0,0.0,0.0,0.0
"""Vc ta assim pq quer""

CLARO, ATE PQ EU AJOELHEI NO CHÃO E GRITEI ""PELO AMOR DE DEUS ME DEIXA COM UMA DOENÇA Q ME FAÇA QUERER MORRER E FAÇA EU ME ODIAR A CADA SEGUNDO""
MAIS EU TO ASSIM PQ EU QUERO, EU SUPER AMO TA COM O PSICOLÓGICO FODIDO NÉ SEU ARROMBADO",0.0,1.0,1.0,0.0,0.0,0.0
"rt @user apesar de saber,, apego me na mesma :/ https://t.co/rvdvhdqje2",0.0,0.0,0.0,0.0,0.0,0.0
cordei com a boca ferida dos lado tnc,0.0,1.0,0.0,0.0,0.0,0.0
sofia boiola pela ryujin e pelo park da cheayoung — meu deus? kkkkkkkkkkkkk amoh https://t.co/3thoouqcak,2.0,0.0,0.0,0.0,0.0,0.0
@user todos mas mais com a zendaya pqp q casal,0.0,1.0,0.0,0.0,0.0,0.0
@user putinha aguenta três pronta pro serviço,1.0,1.0,0.0,0.0,2.0,0.0
@user @user filha da puta eu to perto da minha vó,0.0,1.0,1.0,0.0,0.0,0.0
@user sai cristo fdp,0.0,1.0,0.0,0.0,0.0,0.0
"@user O mentor dos direitóides que é astrológo, se diz filósofo e agora, pasmem, entende das entranhas das religiões

Puta cara sem noção!!!",0.0,0.0,1.0,0.0,0.0,0.0
tá grávida e não quer contar pro alison pq? — sai porra https://t.co/1ro8eopgmw,0.0,1.0,0.0,0.0,0.0,0.0
ernesto araújo so não é mais burro q o próprio presidente,0.0,0.0,2.0,0.0,0.0,0.0
"@user os caras já entenderam que a série virou uma trasheira do cacete, acho até melhor assim",0.0,1.0,0.0,0.0,0.0,0.0
@user deve ter comprado uma medalha....uma vez pilantra sempre pilantra....,0.0,0.0,1.0,0.0,0.0,0.0
"queria ter um melhor amigo (a)  pica 10/10 pra tudo, todo fim de semana gastando a onda. deve ser",0.0,1.0,0.0,0.0,0.0,0.0
eu fico puta com abandona de animal pqp,0.0,1.0,0.0,0.0,0.0,0.0
"eu
te 
amo 
pra caralho &lt;3",0.0,1.0,0.0,0.0,0.0,0.0
vou me foder td mais uma vez... a história vai se repetir e mh vida vai ser uma merda até eu morrer.,0.0,1.0,0.0,0.0,0.0,0.0
"rata francesa, verme. Uma das piores contratações da história do Barça. Veio em um momento desesperado pra suprir a saída do Neymar e não jogou 5% do que o Ney jogava aqui. Saiu brigado do BVB por indisciplina e chegou a ter esses msms problemas aqui. Mimado, lixo de jogador.",0.0,1.0,3.0,0.0,0.0,0.0
"@user tá, mas o que vc acha do sanduíche de buceta, presidente?",0.0,1.0,0.0,0.0,0.0,0.0
isso caralhooooo vira essa porra nem que seja na força do ódio,0.0,1.0,0.0,0.0,0.0,0.0
abraça o pp de vs📝,0.0,0.0,0.0,0.0,0.0,0.0
rt @user ai caralho meu sonho https://t.co/pzl4wit3w1,0.0,1.0,0.0,0.0,0.0,0.0
@user porra é essa,0.0,1.0,0.0,0.0,0.0,0.0
rdj jovem é a coisa mais linda do mundo puta que me pariu como pode existir algo tão perfeito assim,0.0,1.0,0.0,0.0,0.0,0.0
"céu nublado é lindo dms pqp, podia ficar assim sempre",0.0,1.0,0.0,0.0,0.0,0.0
se elas n reagirem nesse ultimo set pqp,0.0,1.0,0.0,0.0,0.0,0.0
hoje é sabadooooooooou caralho,0.0,1.0,0.0,0.0,0.0,0.0
queria encher o cu de bera hoje mas to tomando remédio q ódio,0.0,1.0,0.0,0.0,0.0,0.0
muito gay pqp,3.0,0.0,0.0,0.0,0.0,0.0
"Como o ditado ""filho de Maja sai pinto"" agora a política de exploração e dominação do governo de #EEUU para #AméricaLatina tem um ponto mais forte de apoio no embaixador de #Brasil e filho dos militares antigos expulsos das forças armadas @user https://t.co/iC2UhzBoqQ",0.0,0.0,0.0,0.0,0.0,0.0
ele continua mandando pqp,0.0,1.0,0.0,0.0,0.0,0.0
amo essa cabeçuda tomanno cu meu mubdo todinho.,0.0,1.0,0.0,0.0,0.0,0.0
"rt @user cu eh igual bolo de aniversário, nós passa o dedo, se a dona não reclamar nós come.. kkkkkkkkkkkkkkkkkkkkkkkkkkkkk",0.0,2.0,0.0,0.0,1.0,0.0
"ai dormi muito mal essa noite, pqp",0.0,1.0,0.0,0.0,0.0,0.0
"Onde vagabundo fuma maconha e pensa que é o ""dono do morro, "" onde vc é ""tranquilo""  e os outros pensam q vc é  ""otário"" ,onde vc tem q cuidar só da saúde pq da sua vida os vizinhos cuidam, lugar onde os policias entram quebram sua casa toda e ngm vê agora entra com uma mulher! https://t.co/vRVfyWba1A",0.0,0.0,1.0,0.0,0.0,0.0
"Ana fica dizendo que agora ela tá mais gorda e blá blá blá que nunca ficou assim, mas claro não tinha uma Ale na vida dela pra mimar e fazer vários kitutes",0.0,0.0,0.0,0.0,0.0,0.0
